eQTL_id,gene,tissue,distance_tss,lead_variant,beta,permutation_p,bh_permutation_p,discovery,consequence,lead_variant_type,lead_sv,lead_sv_caviar_prob,lead_sv_caviar_rank,h_sv,h_b,h_cis,sv_h_frac,composite
ENSG00000245958.2|Lung,ENSG00000245958.2,Lung,-131043,LUMPY_MEI_147847,-0.407707,7.90272e-05,0.00843563172226415,SV,NONCODING,SV,LUMPY_MEI_147847,0.000165604,101,0.121257,0.14884,0.270097,0.448939,2.00806e-05
ENSG00000245958.2|Whole_Blood,ENSG00000245958.2,Whole_Blood,-131043,LUMPY_MEI_147847,-0.22182,0.000314832,0.0223625264144144,SV,NONCODING,SV,LUMPY_MEI_147847,7.61243e-07,101,-0.0056447,0.136708,0.136709,7.31481e-06,0.0
ENSG00000246089.3|Thyroid,ENSG00000246089.3,Thyroid,323180,LUMPY_MEI_165106,-0.661194,0.000503882,0.0409673541676301,SV,NONCODING,SV,LUMPY_MEI_165106,0.0207877,16,0.0704179,0.479835,0.550253,0.127974,0.00146383
ENSG00000246090.2|Cells_Transformed_fibroblasts,ENSG00000246090.2,Cells_Transformed_fibroblasts,58720,LUMPY_DEL_147257,-0.518686,0.000697592,0.0332589746829268,SV,NONCODING,SV,LUMPY_DEL_147257,0.0012741,89,0.0589987,0.292179,0.351178,0.168002,7.51702e-05
ENSG00000246090.2|Heart_Left_Ventricle,ENSG00000246090.2,Heart_Left_Ventricle,58720,LUMPY_DEL_147257,-1.62421,0.00029789,0.0532671027480916,SV,NONCODING,SV,LUMPY_DEL_147257,0.0249882,13,0.0755832,0.229595,0.305178,0.247669,0.00188869
ENSG00000246090.2|Skin_Sun_Exposed_Lower_leg,ENSG00000246090.2,Skin_Sun_Exposed_Lower_leg,58720,LUMPY_DEL_147257,-1.27774,0.00109034,0.0940743980503145,SV,NONCODING,SV,LUMPY_DEL_147257,0.0127398,24,0.0937091,0.189845,0.283554,0.33048,0.00119384
ENSG00000246366.2|Lung,ENSG00000246366.2,Lung,136180,LUMPY_DEL_166873,1.00897,0.000132687,0.0128979971443299,SV,NONCODING,SV,LUMPY_DEL_166873,0.0135111,11,0.0724678,0.202624,0.275092,0.263431,0.00097912
ENSG00000247157.2|Adipose_Subcutaneous,ENSG00000247157.2,Adipose_Subcutaneous,-632665,LUMPY_DEL_107802,-0.760317,1.23254e-05,0.00211894168333333,SV,NONCODING,SV,LUMPY_DEL_107802,6.0501e-07,62,-0.0517522,1.039571,1.0,9.99999e-07,0.0
ENSG00000247157.2|Artery_Tibial,ENSG00000247157.2,Artery_Tibial,-632665,LUMPY_DEL_107802,-0.661316,3.87598e-05,0.00493515086122449,SV,NONCODING,SV,LUMPY_DEL_107802,0.00363708,64,-0.0748373,0.62862,0.628621,1.59078e-06,0.0
ENSG00000247157.2|Cells_Transformed_fibroblasts,ENSG00000247157.2,Cells_Transformed_fibroblasts,-632665,LUMPY_DEL_107802,-0.354287,0.000125723,0.00812419947933884,SV,NONCODING,SV,LUMPY_DEL_107802,0.00195775,79,-0.0344965,0.323967,0.323968,3.08672e-06,0.0
ENSG00000247157.2|Esophagus_Mucosa,ENSG00000247157.2,Esophagus_Mucosa,-632665,LUMPY_DEL_107802,-0.771961,0.000149569,0.0156924852459016,SV,NONCODING,SV,LUMPY_DEL_107802,0.000501888,50,0.00828128,0.582714,0.590995,0.0140124,4.15628e-06
ENSG00000247157.2|Esophagus_Muscularis,ENSG00000247157.2,Esophagus_Muscularis,-632665,LUMPY_DEL_107802,-0.737616,2.15553e-05,0.00332244346296296,SV,NONCODING,SV,LUMPY_DEL_107802,1.50082e-07,101,-0.0675588,0.414539,0.41454,2.41231e-06,0.0
ENSG00000247157.2|Lung,ENSG00000247157.2,Lung,-632665,LUMPY_DEL_107802,-0.872273,1.03973e-09,3.97443817702703e-07,SV,NONCODING,SV,LUMPY_DEL_107802,3.41921e-15,75,0.0684929,0.568931,0.637424,0.107453,2.34192e-16
ENSG00000247157.2|Muscle_Skeletal,ENSG00000247157.2,Muscle_Skeletal,-632665,LUMPY_DEL_107802,-0.77554,4.21125e-08,1.02524400773196e-05,SV,NONCODING,SV,LUMPY_DEL_107802,0.000154043,101,-0.028014,0.566334,0.566335,1.76574e-06,0.0
ENSG00000247228.2|Adipose_Subcutaneous,ENSG00000247228.2,Adipose_Subcutaneous,-23698,GS_DUP_CNV_16_70177168_70183653,0.794913,3.21864e-20,2.158017654e-16,SV,NONCODING,SV,GS_DUP_CNV_16_70177168_70183653,1.0,1,,,,,
ENSG00000247228.2|Artery_Aorta,ENSG00000247228.2,Artery_Aorta,-23698,GS_DUP_CNV_16_70177168_70183653,0.824577,2.75011e-13,8.57999943625e-10,SV,NONCODING,SV,GS_DUP_CNV_16_70177168_70183653,1.0,1,0.481244,0.074228,0.555472,0.86637,0.481244
ENSG00000247228.2|Artery_Tibial,ENSG00000247228.2,Artery_Tibial,-23698,GS_DUP_CNV_16_70177168_70183653,0.847838,6.94535e-21,3.466563092e-17,SV,NONCODING,SV,GS_DUP_CNV_16_70177168_70183653,1.0,1,0.453221,0.027761,0.480982,0.942283,0.453221
ENSG00000247228.2|Cells_Transformed_fibroblasts,ENSG00000247228.2,Cells_Transformed_fibroblasts,-31674,GS_DUP_CNV_16_70172229_70175677,0.812385,2.00204e-32,2.6237710065e-28,SV,NONCODING,SV,GS_DUP_CNV_16_70172229_70175677,1.0,1,,,,,
ENSG00000247228.2|Esophagus_Mucosa,ENSG00000247228.2,Esophagus_Mucosa,-23698,GS_DUP_CNV_16_70177168_70183653,0.787655,2.72049e-22,2.3214848e-18,SV,NONCODING,SV,GS_DUP_CNV_16_70177168_70183653,1.0,1,,,,,
ENSG00000247228.2|Esophagus_Muscularis,ENSG00000247228.2,Esophagus_Muscularis,-23698,GS_DUP_CNV_16_70177168_70183653,0.814902,1.00154e-17,5.00169076e-14,SV,NONCODING,SV,GS_DUP_CNV_16_70177168_70183653,1.0,1,0.619665,0.049237,0.668902,0.926391,0.619665
ENSG00000247228.2|Heart_Left_Ventricle,ENSG00000247228.2,Heart_Left_Ventricle,-23698,GS_DUP_CNV_16_70177168_70183653,0.759112,1.88639e-11,5.51415376875e-08,SV,NONCODING,SV,GS_DUP_CNV_16_70177168_70183653,1.0,1,0.367352,0.06258,0.429932,0.854442,0.367352
ENSG00000247228.2|Lung,ENSG00000247228.2,Lung,-23698,GS_DUP_CNV_16_70177168_70183653,0.747662,7.07339e-18,1.66737485775e-14,SV,NONCODING,SV,GS_DUP_CNV_16_70177168_70183653,1.0,1,,,,,
ENSG00000247228.2|Muscle_Skeletal,ENSG00000247228.2,Muscle_Skeletal,-23698,GS_DUP_CNV_16_70177168_70183653,0.843509,1.61835e-16,2.388583453125e-13,SV,NONCODING,SV,GS_DUP_CNV_16_70177168_70183653,1.0,1,0.292856,0.020521,0.313377,0.934517,0.292856
ENSG00000247228.2|Nerve_Tibial,ENSG00000247228.2,Nerve_Tibial,-23698,GS_DUP_CNV_16_70177168_70183653,0.963881,8.4313e-17,1.156015543e-12,SV,NONCODING,SV,GS_DUP_CNV_16_70177168_70183653,1.0,1,0.38506,0.170289,0.555349,0.693366,0.38506
ENSG00000247228.2|Skin_Sun_Exposed_Lower_leg,ENSG00000247228.2,Skin_Sun_Exposed_Lower_leg,-7578,GS_DUP_CNV_16_70188133_70199773,0.744838,9.15327e-20,8.371275633e-16,SV,CODING,SV,GS_DUP_CNV_16_70188133_70199773,1.0,1,0.522729,0.082936,0.605665,0.863066,0.522729
ENSG00000247228.2|Thyroid,ENSG00000247228.2,Thyroid,-31674,GS_DUP_CNV_16_70172229_70175677,0.769435,4.79181e-19,5.661635683e-15,SV,NONCODING,SV,GS_DUP_CNV_16_70172229_70175677,1.0,1,,,,,
ENSG00000247228.2|Whole_Blood,ENSG00000247228.2,Whole_Blood,-31674,GS_DUP_CNV_16_70172229_70175677,0.691696,8.36301e-20,9.8905137765e-17,SV,NONCODING,SV,GS_DUP_CNV_16_70172229_70175677,0.999997,1,,,,,
ENSG00000247556.2|Artery_Tibial,ENSG00000247556.2,Artery_Tibial,27836,LUMPY_DEL_117496,0.372741,3.53472e-05,0.0045943996,SV,NONCODING,SV,LUMPY_DEL_117496,0.000236845,101,0.122956,0.126891,0.249847,0.492125,2.91215e-05
ENSG00000247556.2|Cells_Transformed_fibroblasts,ENSG00000247556.2,Cells_Transformed_fibroblasts,27836,LUMPY_DEL_117496,0.363001,6.89281e-06,0.000651954210362903,SV,NONCODING,SV,LUMPY_DEL_117496,0.0018665,65,0.157314,0.093633,0.250947,0.626881,0.000293627
ENSG00000247556.2|Esophagus_Mucosa,ENSG00000247556.2,Esophagus_Mucosa,27836,LUMPY_DEL_117496,0.632412,6.26669e-06,0.00117961223529412,SV,NONCODING,SV,LUMPY_DEL_117496,0.00509459,35,0.071036,0.101644,0.17268,0.411374,0.000361899
ENSG00000247675.2|Nerve_Tibial,ENSG00000247675.2,Nerve_Tibial,189625,LUMPY_DEL_105009,-0.740335,1.47487e-06,0.000487275724578313,SV,NONCODING,SV,LUMPY_DEL_105009,0.156116,2,0.134492,0.143782,0.278274,0.483308,0.0209964
ENSG00000247728.2|Artery_Aorta,ENSG00000247728.2,Artery_Aorta,-131775,GS_MIXED_CNV_15_30782690_30786201,0.616548,0.000605877,0.0709956997323944,SV,NONCODING,SV,GS_MIXED_CNV_15_30782690_30786201,0.0237814,10,0.140946,0.063504,0.20445,0.689391,0.00335189
ENSG00000247728.2|Artery_Tibial,ENSG00000247728.2,Artery_Tibial,-131775,GS_MIXED_CNV_15_30782690_30786201,0.547074,0.000522521,0.0452778960972222,SV,NONCODING,SV,GS_MIXED_CNV_15_30782690_30786201,0.00803489,30,0.046747,0.27098,0.317727,0.147129,0.000375607
ENSG00000247728.2|Cells_Transformed_fibroblasts,ENSG00000247728.2,Cells_Transformed_fibroblasts,-131775,GS_MIXED_CNV_15_30782690_30786201,0.468283,0.000119462,0.00786900217647059,SV,NONCODING,SV,GS_MIXED_CNV_15_30782690_30786201,0.414512,1,0.115791,0.116554,0.232345,0.498358,0.0479968
ENSG00000247728.2|Esophagus_Mucosa,ENSG00000247728.2,Esophagus_Mucosa,-131775,GS_MIXED_CNV_15_30782690_30786201,0.987926,1.14741e-06,0.000255423443478261,SV,NONCODING,SV,GS_MIXED_CNV_15_30782690_30786201,0.947526,1,0.153678,0.274738,0.428416,0.358712,0.145614
ENSG00000247728.2|Esophagus_Muscularis,ENSG00000247728.2,Esophagus_Muscularis,-135237,GS_MIXED_CNV_15_30775657_30782739,0.909379,8.11883e-09,3.62012830535714e-06,SV,NONCODING,SV,GS_MIXED_CNV_15_30775657_30782739,0.999855,1,0.341287,0.057197,0.398484,0.856463,0.341238
ENSG00000247728.2|Muscle_Skeletal,ENSG00000247728.2,Muscle_Skeletal,-131775,GS_MIXED_CNV_15_30782690_30786201,0.645149,0.000412367,0.0330103278135593,SV,NONCODING,SV,GS_MIXED_CNV_15_30782690_30786201,0.00507643,40,0.0723904,0.203338,0.275728,0.262542,0.000367485
ENSG00000247728.2|Nerve_Tibial,ENSG00000247728.2,Nerve_Tibial,-131775,GS_MIXED_CNV_15_30782690_30786201,0.884088,3.44762e-07,0.000141105426328358,SV,NONCODING,SV,GS_MIXED_CNV_15_30782690_30786201,0.999202,1,0.252214,0.16744,0.419654,0.601005,0.252013
ENSG00000247728.2|Skin_Sun_Exposed_Lower_leg,ENSG00000247728.2,Skin_Sun_Exposed_Lower_leg,-131775,GS_MIXED_CNV_15_30782690_30786201,0.862409,0.000658676,0.0669336793037037,SV,NONCODING,SV,GS_MIXED_CNV_15_30782690_30786201,0.034856,3,0.0474944,0.270401,0.317895,0.149403,0.00165546
ENSG00000247728.2|Thyroid,ENSG00000247728.2,Thyroid,-131775,GS_MIXED_CNV_15_30782690_30786201,0.700863,5.75108e-06,0.00101811573660377,SV,NONCODING,SV,GS_MIXED_CNV_15_30782690_30786201,0.858011,1,0.224378,0.05206,0.276438,0.811676,0.192519
ENSG00000247828.3|Cells_Transformed_fibroblasts,ENSG00000247828.3,Cells_Transformed_fibroblasts,103707,LUMPY_BND_152502_1,0.338848,0.000120275,0.00788070020949721,SV,NONCODING,SV,LUMPY_BND_152502_1,0.00150945,100,0.0885049,0.106681,0.195186,0.453439,0.000133594
ENSG00000247828.3|Nerve_Tibial,ENSG00000247828.3,Nerve_Tibial,103707,LUMPY_BND_152502_1,0.518585,0.000364205,0.0430484030603448,SV,NONCODING,SV,LUMPY_BND_152502_1,0.00669476,48,,,,,
ENSG00000248092.3|Cells_Transformed_fibroblasts,ENSG00000248092.3,Cells_Transformed_fibroblasts,-86850,LUMPY_BND_151412_1,-0.232961,0.00106846,0.0471993714124294,SV,NONCODING,SV,LUMPY_BND_151412_1,0.0126705,15,0.088729,0.11248,0.201209,0.440979,0.00112424
ENSG00000248223.1|Whole_Blood,ENSG00000248223.1,Whole_Blood,245534,GS_DEL_CNV_5_17599553_17604614,0.423691,0.000821345,0.0484470655486284,SV,NONCODING,SV,GS_DEL_CNV_5_17599553_17604614,0.122163,1,0.0892194,0.369393,0.458612,0.194542,0.0108993
ENSG00000248240.1|Artery_Aorta,ENSG00000248240.1,Artery_Aorta,1106,LUMPY_BND_151412_1,1.10864,0.000205055,0.0306465134431138,SV,NONCODING,SV,LUMPY_BND_151412_1,0.0163528,13,0.02831,0.171406,0.199716,0.141751,0.000462948
ENSG00000248476.1|Muscle_Skeletal,ENSG00000248476.1,Muscle_Skeletal,-121790,LUMPY_MEI_136974,0.396549,0.000728851,0.0508379401032448,SV,NONCODING,SV,LUMPY_MEI_136974,0.0271431,3,0.0876178,0.135676,0.223294,0.392388,0.00237822
ENSG00000248596.2|Cells_Transformed_fibroblasts,ENSG00000248596.2,Cells_Transformed_fibroblasts,107092,LUMPY_BND_68658_1,-0.451626,0.0016516,0.0670269570934256,SV,NONCODING,SV,LUMPY_BND_68658_1,1.80351e-05,101,0.0281678,0.190288,0.218456,0.12894,5.08009e-07
ENSG00000248626.1|Esophagus_Muscularis,ENSG00000248626.1,Esophagus_Muscularis,-785754,LUMPY_MEI_154437,-0.698952,0.000515776,0.0497255857915058,SV,NONCODING,SV,LUMPY_MEI_154437,0.002156,68,0.14094,0.418534,0.559474,0.251915,0.000303867
ENSG00000248671.3|Muscle_Skeletal,ENSG00000248671.3,Muscle_Skeletal,-43135,LUMPY_DEL_105604,0.763011,0.00147997,0.0880339837531486,SV,NONCODING,SV,LUMPY_DEL_105604,0.000906718,101,0.0562242,0.150401,0.206625,0.272107,5.09795e-05
ENSG00000248810.1|Lung,ENSG00000248810.1,Lung,-20710,LUMPY_DEL_148431,-0.440838,0.000328239,0.0258632217075209,SV,NONCODING,SV,LUMPY_DEL_148431,0.00134088,27,0.0578059,0.135379,0.193185,0.299226,7.75108e-05
ENSG00000248810.1|Whole_Blood,ENSG00000248810.1,Whole_Blood,-20710,LUMPY_DEL_148431,-0.573123,1.30569e-07,2.23793373695652e-05,SV,NONCODING,SV,LUMPY_DEL_148431,0.000444849,21,0.0849995,0.283824,0.368824,0.230461,3.78119e-05
ENSG00000248968.1|Heart_Left_Ventricle,ENSG00000248968.1,Heart_Left_Ventricle,25137,GS_DEL_CNV_5_10273574_10274973,0.803892,0.000298396,0.0532671027480916,SV,NONCODING,SV,GS_DEL_CNV_5_10273574_10274973,0.0976422,2,0.0626914,0.385556,0.448247,0.139859,0.00612133
ENSG00000248971.2|Lung,ENSG00000248971.2,Lung,221791,LUMPY_MEI_147382,-0.630838,1.401e-06,0.000233118158823529,SV,NONCODING,SV,LUMPY_MEI_147382,0.000123773,101,0.150487,0.041902,0.192389,0.782202,1.86262e-05
ENSG00000248995.2|Lung,ENSG00000248995.2,Lung,-831805,LUMPY_BND_22571_1,0.877032,0.000101163,0.0103681079021739,SV,NONCODING,SV,LUMPY_BND_22571_1,0.44187,1,0.131605,0.109752,0.241357,0.545271,0.0581523
ENSG00000249119.1|Skin_Sun_Exposed_Lower_leg,ENSG00000249119.1,Skin_Sun_Exposed_Lower_leg,-428270,LUMPY_BND_182042_1,-1.19014,0.00070337,0.0712116704428044,SV,NONCODING,SV,LUMPY_BND_182042_1,0.13908,1,0.11389,0.06465,0.17854,0.637896,0.0158398
ENSG00000249189.1|Whole_Blood,ENSG00000249189.1,Whole_Blood,-7579,GS_MIXED_CNV_19_54742309_54743602,-0.486175,0.000590975,0.0371764140292553,SV,NONCODING,SV,GS_MIXED_CNV_19_54742309_54743602,0.0587356,3,0.0575729,0.530449,0.588022,0.0979094,0.00338158
ENSG00000249201.2|Adipose_Subcutaneous,ENSG00000249201.2,Adipose_Subcutaneous,0,LUMPY_DEL_150076,-0.738942,1.46774e-07,4.18758713404255e-05,SV,CODING,SV,LUMPY_DEL_150076,0.792727,1,0.236187,0.219276,0.455463,0.518565,0.187232
ENSG00000249201.2|Artery_Tibial,ENSG00000249201.2,Artery_Tibial,0,LUMPY_DEL_150076,-0.792096,4.17232e-07,0.000101091667883495,SV,CODING,SV,LUMPY_DEL_150076,0.0702845,4,0.330901,0.300983,0.631884,0.523674,0.0232572
ENSG00000249201.2|Esophagus_Mucosa,ENSG00000249201.2,Esophagus_Mucosa,0,LUMPY_DEL_150076,-1.1242,1.60262e-14,2.93050514285714e-11,SV,CODING,SV,LUMPY_DEL_150076,0.999997,1,0.441537,0.029221,0.470758,0.937928,0.441536
ENSG00000249201.2|Esophagus_Muscularis,ENSG00000249201.2,Esophagus_Muscularis,0,LUMPY_DEL_150076,-1.02995,3.95812e-10,2.90688989411765e-07,SV,CODING,SV,LUMPY_DEL_150076,0.411824,2,0.302926,0.275518,0.578444,0.523691,0.124752
ENSG00000249201.2|Heart_Left_Ventricle,ENSG00000249201.2,Heart_Left_Ventricle,0,LUMPY_DEL_150076,-0.902892,3.57438e-06,0.00146643642631579,SV,CODING,SV,LUMPY_DEL_150076,0.00988894,8,0.231624,0.38778,0.619404,0.373947,0.00229052
ENSG00000249201.2|Lung,ENSG00000249201.2,Lung,0,LUMPY_DEL_150076,-0.793987,0.000126757,0.0124932935853659,SV,CODING,SV,LUMPY_DEL_150076,0.0751399,4,0.116778,0.466783,0.583561,0.200113,0.00877469
ENSG00000249201.2|Nerve_Tibial,ENSG00000249201.2,Nerve_Tibial,0,LUMPY_DEL_150076,-0.838404,9.74741e-07,0.000342683944897436,SV,CODING,SV,LUMPY_DEL_150076,0.244387,2,0.266972,0.300407,0.567379,0.470536,0.0652445
ENSG00000249201.2|Thyroid,ENSG00000249201.2,Thyroid,0,LUMPY_DEL_150076,-0.842011,3.14396e-10,2.26776253230769e-07,SV,CODING,SV,LUMPY_DEL_150076,0.926144,1,0.317129,0.250817,0.567946,0.558379,0.293707
ENSG00000249230.1|Artery_Aorta,ENSG00000249230.1,Artery_Aorta,523141,GS_DEL_CNV_5_69804469_69806094,0.597765,0.000529703,0.0644919862292683,SV,NONCODING,SV,GS_DEL_CNV_5_69804469_69806094,0.317166,1,0.158439,-0.032036,0.15844,0.999994,0.0502515
ENSG00000249244.1|Esophagus_Mucosa,ENSG00000249244.1,Esophagus_Mucosa,-71587,LUMPY_MEI_147847,0.573851,0.00024779,0.0238474586466165,SV,NONCODING,SV,LUMPY_MEI_147847,0.000753813,101,0.0965984,0.13749,0.234088,0.412658,7.28171e-05
ENSG00000249244.1|Nerve_Tibial,ENSG00000249244.1,Nerve_Tibial,-71587,LUMPY_MEI_147847,0.852312,0.000825971,0.0775283581501706,SV,NONCODING,SV,LUMPY_MEI_147847,0.00483935,62,0.0493599,0.141788,0.191148,0.258229,0.00023887
ENSG00000249310.2|Whole_Blood,ENSG00000249310.2,Whole_Blood,-21962,GS_DEL_CNV_22_39359286_39372252,-1.00353,0.000103101,0.00880378322382671,SV,NONCODING,SV,GS_DEL_CNV_22_39359286_39372252,0.0808671,2,0.0629722,0.078535,0.141507,0.445011,0.00509238
ENSG00000249459.4|Muscle_Skeletal,ENSG00000249459.4,Muscle_Skeletal,-120794,GS_DEL_CNV_17_18412737_18464778,-0.40923,0.00124914,0.0784533007978723,SV,NONCODING,SV,GS_DEL_CNV_17_18412737_18464778,0.0165172,16,0.0937489,0.127763,0.221512,0.423223,0.00154847
ENSG00000249491.1|Esophagus_Muscularis,ENSG00000249491.1,Esophagus_Muscularis,-717758,LUMPY_BND_70295_1,0.707262,0.00125261,0.0942098545180723,SV,NONCODING,SV,LUMPY_BND_70295_1,0.0126243,14,0.0630052,0.185488,0.248493,0.253549,0.000795397
ENSG00000249493.1|Esophagus_Mucosa,ENSG00000249493.1,Esophagus_Mucosa,-2618,GS_DEL_CNV_21_15432982_15434028,-1.55684,3.04682e-07,8.29772255319149e-05,SV,NONCODING,SV,GS_DEL_CNV_21_15432982_15434028,0.995588,1,0.122773,0.182341,0.305114,0.402384,0.122231
ENSG00000249641.2|Cells_Transformed_fibroblasts,ENSG00000249641.2,Cells_Transformed_fibroblasts,520081,LUMPY_MEI_109054,-0.552445,0.00201675,0.0782493831795717,SV,NONCODING,SV,LUMPY_MEI_109054,0.0235676,7,0.102768,0.121596,0.224364,0.458041,0.002422
ENSG00000249664.1|Esophagus_Mucosa,ENSG00000249664.1,Esophagus_Mucosa,46941,LUMPY_BND_192492_1,1.16215,0.000265439,0.0251675496296296,SV,NONCODING,SV,LUMPY_BND_192492_1,0.001202,36,0.105611,0.219617,0.325228,0.324729,0.000126944
ENSG00000249664.1|Lung,ENSG00000249664.1,Lung,46941,LUMPY_BND_192492_1,1.13291,5.70075e-06,0.00080628557625,SV,NONCODING,SV,LUMPY_BND_192492_1,8.09505e-07,73,0.134168,0.091468,0.225636,0.594621,1.0861e-07
ENSG00000249664.1|Muscle_Skeletal,ENSG00000249664.1,Muscle_Skeletal,46941,LUMPY_BND_192492_1,0.844389,0.00135752,0.0827127547680412,SV,NONCODING,SV,LUMPY_BND_192492_1,0.00656923,42,0.0376681,0.293161,0.330829,0.11386,0.00024745
ENSG00000249664.1|Nerve_Tibial,ENSG00000249664.1,Nerve_Tibial,173837,LUMPY_MEI_152356,0.728867,5.81546e-05,0.0102884867174194,SV,NONCODING,SV,LUMPY_MEI_152356,0.00218764,100,0.164185,0.018419,0.182604,0.899131,0.000359178
ENSG00000249664.1|Skin_Sun_Exposed_Lower_leg,ENSG00000249664.1,Skin_Sun_Exposed_Lower_leg,173837,LUMPY_MEI_152356,0.9129,0.000144184,0.019116033884058,SV,NONCODING,SV,LUMPY_MEI_152356,0.00208156,101,0.131633,0.149553,0.281186,0.468135,0.000274002
ENSG00000249685.1|Whole_Blood,ENSG00000249685.1,Whole_Blood,-104175,LUMPY_MEI_145645,0.511543,0.00190985,0.0931416124742268,SV,NONCODING,SV,LUMPY_MEI_145645,0.00847417,33,0.0765721,0.124624,0.201196,0.380584,0.000648885
ENSG00000249700.4|Cells_Transformed_fibroblasts,ENSG00000249700.4,Cells_Transformed_fibroblasts,49258,LUMPY_DEL_146057,0.662224,4.12388e-06,0.000411633417702128,SV,NONCODING,SV,LUMPY_DEL_146057,1.93634e-12,54,0.0524735,0.301324,0.353797,0.148315,1.01607e-13
ENSG00000249700.4|Esophagus_Mucosa,ENSG00000249700.4,Esophagus_Mucosa,49258,LUMPY_DEL_146057,0.454154,1.98327e-05,0.00311482895705522,SV,NONCODING,SV,LUMPY_DEL_146057,1.64812e-10,46,0.0692974,0.292801,0.362098,0.191377,1.1421e-11
ENSG00000249700.4|Muscle_Skeletal,ENSG00000249700.4,Muscle_Skeletal,49258,LUMPY_DEL_146057,0.760066,8.08176e-05,0.00840752257268722,SV,NONCODING,SV,LUMPY_DEL_146057,1.70027e-07,88,0.0734403,0.405383,0.478823,0.153377,1.24868e-08
ENSG00000249700.4|Thyroid,ENSG00000249700.4,Thyroid,49258,LUMPY_DEL_146057,0.821861,1.05316e-05,0.00170266919310345,SV,NONCODING,SV,LUMPY_DEL_146057,0.00041905,52,0.0991963,0.416542,0.515738,0.192338,4.15682e-05
ENSG00000249839.1|Thyroid,ENSG00000249839.1,Thyroid,-315784,LUMPY_MEI_117573,-0.751144,0.000741748,0.055642967968,SV,NONCODING,SV,LUMPY_MEI_117573,0.00699663,49,0.128162,-0.012816,0.128163,0.999992,0.000896702
ENSG00000249846.2|Artery_Tibial,ENSG00000249846.2,Artery_Tibial,-22958,GS_MIXED_CNV_3_129793092_129808435,0.667366,0.0015241,0.0985374082901554,SV,NONCODING,SV,GS_MIXED_CNV_3_129793092_129808435,3.8244e-05,101,0.0484258,0.189784,0.23821,0.203291,1.852e-06
ENSG00000249846.2|Lung,ENSG00000249846.2,Lung,-24648,LUMPY_DEL_142360,-0.517055,0.00149325,0.085609034,SV,NONCODING,SV,LUMPY_DEL_142360,0.0052299,59,0.0563845,0.360429,0.416814,0.135275,0.000294885
ENSG00000249866.1|Thyroid,ENSG00000249866.1,Thyroid,-52059,GS_MIXED_CNV_4_9454218_9462495,-0.759459,1.3835e-06,0.000299378757692308,SV,NONCODING,SV,GS_MIXED_CNV_4_9454218_9462495,0.00561124,25,0.308665,0.131875,0.44054,0.700651,0.00173199
ENSG00000249889.1|Cells_Transformed_fibroblasts,ENSG00000249889.1,Cells_Transformed_fibroblasts,208030,GS_MIXED_CNV_8_12244236_12248745,0.365332,0.000992743,0.0446106753850575,SV,NONCODING,SV,GS_MIXED_CNV_8_12244236_12248745,0.010837,7,0.0774109,0.144185,0.221596,0.349334,0.000838902
ENSG00000249889.1|Esophagus_Mucosa,ENSG00000249889.1,Esophagus_Mucosa,195020,GS_MIXED_CNV_8_12231226_12233538,0.526551,0.00019259,0.0191840622568093,SV,NONCODING,SV,GS_MIXED_CNV_8_12231226_12233538,0.198512,1,0.0858343,0.450201,0.536035,0.160128,0.0170391
ENSG00000249889.1|Esophagus_Muscularis,ENSG00000249889.1,Esophagus_Muscularis,197278,LUMPY_BND_165240_1,1.47168,0.000644516,0.0589507857875458,SV,NONCODING,SV,LUMPY_BND_165240_1,0.0100927,6,0.150237,0.253108,0.403345,0.372478,0.0015163
ENSG00000249889.1|Skin_Sun_Exposed_Lower_leg,ENSG00000249889.1,Skin_Sun_Exposed_Lower_leg,195020,GS_MIXED_CNV_8_12231226_12233538,0.509995,5.11283e-05,0.00835004266130952,SV,NONCODING,SV,GS_MIXED_CNV_8_12231226_12233538,0.369743,2,0.211367,0.111629,0.322996,0.654395,0.0781515
ENSG00000249889.1|Thyroid,ENSG00000249889.1,Thyroid,208030,GS_MIXED_CNV_8_12244236_12248745,0.565741,0.000273804,0.025089186723127,SV,NONCODING,SV,GS_MIXED_CNV_8_12244236_12248745,0.0223097,4,0.154255,0.352868,0.507123,0.304177,0.00344138
ENSG00000249908.1|Artery_Tibial,ENSG00000249908.1,Artery_Tibial,-55124,GS_MIXED_CNV_5_699712_713922,0.652063,0.000107446,0.0117092680174672,SV,NONCODING,SV,GS_MIXED_CNV_5_699712_713922,0.865956,1,0.155819,0.530337,0.686156,0.22709,0.134932
ENSG00000249908.1|Esophagus_Muscularis,ENSG00000249908.1,Esophagus_Muscularis,-28929,GS_MIXED_CNV_5_737529_740117,0.478483,6.14e-06,0.00121679206349206,SV,NONCODING,SV,GS_MIXED_CNV_5_737529_740117,0.996687,1,0.149193,0.632309,0.781502,0.190905,0.148699
ENSG00000249908.1|Lung,ENSG00000249908.1,Lung,-7392,GS_MIXED_CNV_5_756725_761654,0.474868,7.24496e-08,1.67982117639344e-05,SV,NONCODING,SV,GS_MIXED_CNV_5_756725_761654,0.999987,1,0.298267,0.328495,0.626762,0.475886,0.298263
